,cls,duration,pps,bps,max_flowiat,mean_flowiat,has_active,has_std_active,has_fiat,has_biat,has_min_flowiat,has_std_flowiat,has_mean_fiat,has_mean_biat
120,2,14596526.0,7.5360397399,2626.6523966045,3531262.0,133913.082568807,1,1,1,1,1,1,1,1
121,2,12996946.0,7.9249386741,3604.0774501948,5107187.0,127421.039215686,1,1,1,1,1,1,1,1
122,2,14683187.0,6.810510552,2269.6026414429,4260689.0,148315.02020202,1,1,1,1,1,1,1,1
123,2,11651772.0,7.037556176,3179.2589144381,5077735.0,143849.037037037,1,1,1,1,1,1,1,1
124,2,9469543.0,6.441704737,2482.1683580718,4860293.0,157825.716666667,1,1,1,1,1,1,1,1
125,2,9640640.0,0.6223653201,64.6222657417,9260623.0,1928128.0,1,0,1,1,1,1,1,1
126,2,56377.0,35.4754598506,2731.6104084999,56377.0,56377.0,0,0,0,0,1,0,0,0
127,2,64897.0,30.81806555,1818.2658674515,64897.0,64897.0,0,0,0,0,1,0,0,0
128,2,12620636.0,0.4754118572,54.4346576512,12263285.0,2524127.2,1,0,1,1,1,1,1,1
129,2,56092.0,35.6557084789,2745.4895528774,56092.0,56092.0,0,0,0,0,1,0,0,0
130,2,12117432.0,1.1553603107,94.5744940017,3524358.0,932110.153846154,1,1,1,1,1,1,1,1
131,2,56029.0,35.6958003891,2748.5766299595,56029.0,56029.0,0,0,0,0,1,0,0,0
132,2,11274574.0,1.0643417658,88.6064520043,8575901.0,1024961.27272727,1,1,1,1,1,1,1,1
133,2,12290581.0,1.1390836609,94.7880332101,10026843.0,945429.307692308,1,0,1,1,1,1,1,1
134,2,56653.0,35.3026318112,2718.3026494625,56653.0,56653.0,0,0,0,0,1,0,0,0
135,2,8453121.0,1.6561930203,167.2754950509,5631692.0,650240.076923077,1,1,1,1,1,1,1,1
136,2,55283.0,36.17748675,2785.6664797497,55283.0,55283.0,0,0,0,0,1,0,0,0
137,2,5614197.0,1.0687191775,121.299626643,5247595.0,1122839.4,1,0,1,1,1,1,1,1
138,2,56774.0,35.2273928207,2712.5092471906,56774.0,56774.0,0,0,0,0,1,0,0,0
139,2,10364767.0,0.7718456189,79.3071373433,9965855.0,1480681.0,1,0,1,1,1,1,1,1
140,2,8535132.0,0.8201396299,88.6922428382,8231776.0,1422522.0,1,0,1,1,1,1,1,1
141,2,55886.0,35.7871381026,2755.6096338976,55886.0,55886.0,0,0,0,0,1,0,0,0
142,2,13419925.0,0.8941927768,102.7576532656,10412309.0,1219993.18181818,1,1,1,1,1,1,1,1
143,2,11982364.0,1.1683838014,117.6729399975,9179769.0,921720.307692308,1,1,1,1,1,1,1,1
144,2,56784.0,35.2211890673,2712.0315581854,56784.0,56784.0,0,0,0,0,1,0,0,0
145,2,14997779.0,0.6667653924,60.4089445511,11258081.0,1666419.88888889,1,1,1,1,1,1,1,1
146,2,12160438.0,1.1512743209,93.9933249115,5057022.0,935418.307692308,1,1,1,1,1,1,1,1
147,2,55522.0,36.0217571413,2773.6752998811,55522.0,55522.0,0,0,0,0,1,0,0,0
148,2,13122222.0,0.9144792704,79.7883163385,7757273.0,1192929.27272727,1,1,1,1,1,1,1,1
149,2,172665.0,11.5831233892,498.0743057365,172665.0,172665.0,0,0,0,0,1,0,0,0
150,2,56579.0,35.3488043267,2721.8579331554,56579.0,56579.0,0,0,0,0,1,0,0,0
151,2,2472415.0,1.617851372,95.4532309503,2364538.0,824138.333333333,1,0,1,1,1,1,0,0
152,2,11499078.0,0.5217809637,76.7887651514,11148461.0,2299815.6,1,0,1,1,1,1,1,1
153,2,55988.0,35.7219404158,2750.5894120169,55988.0,55988.0,0,0,0,0,1,0,0,0
154,2,12777975.0,1.4086739096,132.6501264872,5574335.0,751645.588235294,1,1,1,1,1,1,1,1
155,2,56003.0,35.7123725515,2749.8526864632,56003.0,56003.0,0,0,0,0,1,0,0,0
156,2,13993189.0,1.0004867368,81.8255224024,11210287.0,1076399.15384615,1,1,1,1,1,1,1,1
157,2,56873.0,35.166071774,2707.7875265944,56873.0,56873.0,0,0,0,0,1,0,0,0
158,2,6318761.0,1.2660709908,123.2836627307,5933258.0,902680.142857143,1,0,1,1,1,1,1,1
159,2,55819.0,35.8300936957,2758.9172145685,55819.0,55819.0,0,0,0,0,1,0,0,0
160,2,200584.0,19.9417700315,2866.6294420293,169862.0,66861.3333333333,0,0,1,1,1,1,0,0
161,2,2312835.0,1.729479189,102.0392721487,2200829.0,770945.0,1,0,1,1,1,1,0,0
162,2,55615.0,35.9615211723,2769.0371302706,55615.0,55615.0,0,0,0,0,1,0,0,0
163,2,14558649.0,0.618189229,92.0415074228,14177573.0,1819831.125,1,0,1,1,1,1,1,1
164,2,14341561.0,0.697274167,62.7546750315,8502792.0,1593506.77777778,1,1,1,1,1,1,1,1
165,2,55864.0,35.8012315624,2756.6948303022,55864.0,55864.0,0,0,0,0,1,0,0,0
166,2,13172172.0,0.9110114869,80.7763518424,5970304.0,1197470.18181818,1,1,1,1,1,1,1,1
167,2,12461290.0,1.1234791904,113.872640794,6171497.0,958560.769230769,1,1,1,1,1,1,1,1
168,2,55783.0,35.8532169299,2760.6977036015,55783.0,55783.0,0,0,0,0,1,0,0,0
169,2,56061.0,35.6754249835,2747.0077237295,56061.0,56061.0,0,0,0,0,1,0,0,0
170,2,10730659.0,0.9319092145,83.4058746998,7721098.0,1192295.44444444,1,1,1,1,1,1,1,1
171,2,11490192.0,0.5221844857,68.1450753826,11137228.0,2298038.4,1,0,1,1,1,1,1,1
172,2,56213.0,35.5789586039,2739.5798124989,56213.0,56213.0,0,0,0,0,1,0,0,0
173,2,13888921.0,1.4399966707,130.1036992002,6553499.0,730995.842105263,1,1,1,1,1,1,1,1
174,2,55.0,36363.6363636364,1454545.45454545,55.0,55.0,0,0,0,0,1,0,0,0
175,2,55603.0,35.969282233,2769.6347319389,55603.0,55603.0,0,0,0,0,1,0,0,0
176,2,10242757.0,1.5620794284,154.450603485,7857171.0,682850.466666667,1,1,1,1,1,1,1,1
177,2,56558.0,35.3619293469,2722.8685597086,56558.0,56558.0,0,0,0,0,1,0,0,0
178,2,13456977.0,0.9660416303,115.9249956361,5899829.0,1121414.75,1,1,1,1,1,1,1,1
179,2,56162.0,35.611267405,2742.0675901855,56162.0,56162.0,0,0,0,0,1,0,0,0
180,2,13504481.0,2.3695838441,230.8122763104,4328930.0,435628.419354839,1,1,1,1,1,1,1,1
181,2,201350.0,19.8659051403,2398.8080456916,82789.0,67116.6666666667,0,0,1,1,1,1,0,0
182,2,56090.0,35.6569798538,2745.5874487431,56090.0,56090.0,0,0,0,0,1,0,0,0
183,2,64.0,31250.0,1250000.0,64.0,64.0,0,0,0,0,1,0,0,0
184,2,14434824.0,2.6325225718,991.7682404718,4309785.0,390130.378378378,1,1,1,1,1,1,1,1
185,2,5128661.0,5.6544973435,2828.2235850644,3016624.0,183166.464285714,1,1,1,1,1,1,1,1
186,2,13904207.0,1.8699376383,570.6905830732,4050768.0,556168.28,1,1,1,1,1,1,1,1
187,2,12028849.0,1.4964025236,388.981522671,3413576.0,707579.352941177,1,1,1,1,1,1,1,1
188,2,14056876.0,3.8415363414,2408.8567047188,6936363.0,265224.075471698,1,1,1,1,1,1,1,1
189,2,36505.0,54.7870154773,2191.4806190933,36505.0,36505.0,0,0,1,0,1,0,0,0
190,2,2758538.0,7.6127281915,3881.4038450803,2379560.0,137926.9,1,0,1,1,1,1,1,1
191,2,14745368.0,0.9494507021,332.3755636346,12747033.0,1134259.07692308,1,1,1,1,1,1,1,1
192,2,14998892.0,0.6000443233,189.814020929,5002694.0,1874861.5,1,1,1,1,1,1,1,1
193,2,14543342.0,2.2003195689,1038.0695166214,9729314.0,469140.064516129,1,1,1,1,1,1,1,1
194,2,633.0,3159.5576619273,126382.306477093,633.0,633.0,0,0,1,0,1,0,0,0
195,2,14171866.0,1.9757454664,702.5892003213,4987944.0,524883.925925926,1,1,1,1,1,1,1,1
196,2,9371574.0,4.4816377697,2866.8609990168,5175628.0,228574.975609756,1,1,1,1,1,1,1,1
197,2,13740804.0,0.8733113434,226.8426214361,3697673.0,1249164.0,1,1,1,1,1,1,1,1
198,2,13412.0,149.1201908738,5964.8076349538,13412.0,13412.0,0,0,1,0,1,0,0,0
199,2,202484.0,54.3252800221,18944.7067422611,124840.0,20248.4,0,0,1,1,1,1,1,1
200,2,13646619.0,1.1724515794,272.375157539,3553212.0,909774.6,1,1,1,1,1,1,1,1
201,2,198831.0,50.2939682444,10330.3810773974,65687.0,22092.3333333333,0,0,1,1,1,1,1,1
202,2,199672.0,50.0821347009,16832.6054729757,97318.0,22185.7777777778,0,0,1,1,1,1,1,1
203,2,14339058.0,1.3947917639,472.5554495979,2931480.0,754687.263157895,1,1,1,1,1,1,1,1
204,2,12739975.0,4.8665715592,1829.045975365,5046034.0,208852.049180328,1,1,1,1,1,1,1,1
205,2,577.0,3466.2045060659,138648.180242634,577.0,577.0,0,0,1,0,1,0,0,0
206,2,13616398.0,1.395376369,466.3494706897,4985763.0,756466.555555556,1,1,1,1,1,1,1,1
207,2,9892537.0,4.5488836686,1496.5827269587,4853508.0,224830.386363636,1,1,1,1,1,1,1,1
208,2,14479343.0,0.8287668853,216.1009653546,4536800.0,1316303.90909091,1,1,1,1,1,1,1,1
209,2,14955298.0,4.2794199086,1268.9148688311,4649722.0,237385.682539683,1,1,1,1,1,1,1,1
210,2,35409.0,56.4828151035,2259.3126041402,35409.0,35409.0,0,0,1,0,1,0,0,0
211,2,1022.0,1956.9471624266,78277.8864970646,1022.0,1022.0,0,0,1,0,1,0,0,0
212,2,14638509.0,3.6205873153,1720.5987303762,8863447.0,281509.788461538,1,1,1,1,1,1,1,1
213,2,9465546.0,2.8524503499,1001.4213654447,2797911.0,364059.461538462,1,1,1,1,1,1,1,1
214,2,14656385.0,1.2281336769,314.9480584742,2689448.0,862140.294117647,1,1,1,1,1,1,1,1
215,2,14193730.0,2.254516607,1207.4345503261,7961403.0,457862.258064516,1,1,1,1,1,1,1,1
216,2,14967148.0,0.9353819445,243.9342485288,3228974.0,1151319.07692308,1,1,1,1,1,1,1,1
217,2,14926262.0,2.5458483845,1113.0717121273,9016390.0,403412.486486487,1,1,1,1,1,1,1,1
218,2,188135.0,53.1533207537,9870.5716639647,64456.0,20903.8888888889,0,0,1,1,1,1,1,1
219,2,14991176.0,1.5342358732,490.2217144272,4586420.0,681417.090909091,1,1,1,1,1,1,1,1
220,2,11183891.0,3.2189154919,516.7253507746,5529909.0,319539.742857143,1,1,1,1,1,1,1,1
221,2,11145132.0,5.742417407,2481.5318472675,4606122.0,176906.857142857,1,1,1,1,1,1,1,1
222,2,10354565.0,0.7726060921,201.5536142754,4974734.0,1479223.57142857,1,1,1,1,1,1,1,1
223,2,12846603.0,4.6704953831,1421.4652698461,3817713.0,217739.033898305,1,1,1,1,1,1,1,1
224,2,12050988.0,1.825576459,603.6019619304,4504077.0,573856.571428571,1,1,1,1,1,1,1,1
225,2,13947164.0,1.93587743,576.7480758095,2875043.0,536429.384615385,1,1,1,1,1,1,1,1
226,2,14670589.0,4.1579789332,1291.222867739,4872034.0,244509.816666667,1,1,1,1,1,1,1,1
227,2,14759438.0,5.9622866399,2653.4885677897,4116091.0,169648.712643678,1,1,1,1,1,1,1,1
228,2,14209992.0,1.9704444591,652.5689810381,6625942.0,526296.0,1,1,1,1,1,1,1,1
229,2,14988495.0,1.2676389457,412.9834249536,12305636.0,832694.166666667,1,1,1,1,1,1,1,1
230,2,13860140.0,3.318869795,2016.8627445322,9741151.0,308003.111111111,1,1,1,1,1,1,1,1
231,2,14825475.0,1.2815778247,401.201310582,4471894.0,823637.5,1,1,1,1,1,1,1,1
232,2,11255696.0,3.464912343,953.7393334006,10063380.0,296202.526315789,1,0,1,1,1,1,1,1
233,2,186729.0,53.5535455125,10089.4879745514,64833.0,20747.6666666667,0,0,1,1,1,1,1,1
234,2,13823542.0,2.0255300704,719.2801960597,4974339.0,511983.037037037,1,1,1,1,1,1,1,1
235,2,13883511.0,4.4657291661,1432.7067555174,3454611.0,227598.540983607,1,1,1,1,1,1,1,1
236,2,179945.0,72.2442968685,8380.3384367446,64888.0,14995.4166666667,0,0,1,1,1,1,1,1
237,2,235363.0,55.2338302962,7091.1740587943,65893.0,19613.5833333333,0,0,1,1,1,1,1,1
238,2,52.0,38461.5384615385,2596153.84615385,52.0,52.0,0,0,0,1,1,0,0,0
239,2,628.0,3184.7133757962,127388.535031847,628.0,628.0,0,0,1,0,1,0,0,0
240,2,14356200.0,2.8559089453,917.2343656399,4008647.0,358905.0,1,1,1,1,1,1,1,1
241,2,14892828.0,8.4604482104,4372.2387715752,3365947.0,119142.624,1,1,1,1,1,1,1,1
242,2,13950591.0,2.0070834275,611.7303560831,3058710.0,516688.555555556,1,1,1,1,1,1,1,1
243,2,14829298.0,2.8322311683,521.3328371984,4146382.0,361690.195121951,1,1,1,1,1,1,1,1
244,2,14567477.0,2.1966741392,676.3010506212,3080306.0,469918.612903226,1,1,1,1,1,1,1,1
245,2,14652989.0,5.1184096296,1785.8472424978,4795101.0,198013.364864865,1,1,1,1,1,1,1,1
246,2,11937717.0,1.3402897723,350.4857754628,2353378.0,795847.8,1,1,1,1,1,1,1,1
247,2,14713313.0,5.1653900111,2253.8091862791,4748159.0,196177.506666667,1,1,1,1,1,1,1,1
248,2,14983546.0,5.272450193,2792.4631459069,3437346.0,192096.743589744,1,1,1,1,1,1,1,1
249,2,14605898.0,2.5332232226,900.3896918902,4971964.0,405719.388888889,1,1,1,1,1,1,1,1
250,2,14163987.0,3.5300794896,1282.8308865293,5563815.0,289060.959183673,1,1,1,1,1,1,1,1
251,2,10588089.0,1.794469238,556.9465840342,3167586.0,588227.166666667,1,1,1,1,1,1,1,1
252,2,115472.0,86.6010807815,18974.2967992241,65078.0,12830.2222222222,0,0,1,1,1,1,1,1
253,2,14112524.0,4.8184151892,1591.6359114784,3400053.0,210634.686567164,1,1,1,1,1,1,1,1
254,2,14051506.0,1.2098347323,383.304109894,4987716.0,878219.125,1,1,1,1,1,1,1,1
255,2,221734.0,45.0990826847,9110.014702301,64874.0,24637.1111111111,0,0,1,1,1,1,1,1
256,2,10006790.0,2.698167944,920.6748617689,4821313.0,384876.538461538,1,1,1,1,1,1,1,1
257,2,10531208.0,7.5015135965,3714.0088772342,2574040.0,135015.487179487,1,1,1,1,1,1,1,1
258,2,14455950.0,6.3641614698,2336.8232457915,2735820.0,158856.593406593,1,1,1,1,1,1,1,1
259,2,14554172.0,2.404808738,737.8640296404,4151908.0,428063.882352941,1,1,1,1,1,1,1,1
260,2,14976010.0,4.2735014199,1215.1434193754,4908526.0,237714.444444444,1,1,1,1,1,1,1,1
261,2,14955972.0,1.2703955316,421.5707277334,5023849.0,830887.333333333,1,1,1,1,1,1,1,1
262,2,170959.0,76.0416240151,9762.574652402,65110.0,14246.5833333333,0,0,1,1,1,1,1,1
263,2,126.0,15873.0158730159,1071428.57142857,126.0,126.0,0,0,0,1,1,0,0,0
264,2,681.0,2936.8575624082,117474.302496329,681.0,681.0,0,0,1,0,1,0,0,0
265,2,11815290.0,2.3698106437,940.2223728745,6686984.0,437603.333333333,1,1,1,1,1,1,1,1
266,2,11446460.0,1.3978120747,325.6902133935,5683017.0,763097.333333333,1,1,1,1,1,1,1,1
267,2,11071813.0,2.9805416692,1758.8808626013,6977117.0,345994.15625,1,1,1,1,1,1,1,1
