duration,min_fiat,min_biat,max_fiat,max_biat,mean_fiat,mean_biat,std_fiat,std_biat,min_flowiat,max_flowiat,mean_flowiat,std_flowiat,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle,cls,no_idle,no_fiat,no_biat
14846225.0,135668.0,136622.0,11431645.0,11431717.0,4931764.66666667,4932223.0,5837545.13329292,5837142.39001778,49556.0,11381740.0,2120889.28571429,4246107.47809788,3228330.0,7398334.5,11568339.0,5897276.91905675,3178425.0,7280082.5,11381740.0,5800619.66470924,2,False,False,False
12042383.0,134714.0,135160.0,5223639.0,5224747.0,2398528.8,2398476.2,1901388.87201052,1931124.86728058,49739.0,5173637.0,1094762.09090909,1678935.65757565,1423241.0,2998095.25,5359907.0,1709974.02987177,1252013.0,2853466.0,5173637.0,1705562.5705529,2,False,False,False
13344534.0,133393.0,133832.0,8235216.0,8013859.0,3336133.5,3280854.25,3828574.07955791,3734512.47815427,49585.0,8013859.0,1482726.0,2818335.96186693,4522243.0,6580558.5,8638874.0,2910897.69574259,4350711.0,6182285.0,8013859.0,2590236.79128975,2,False,False,False
2584495.0,2413234.0,2412833.0,2413234.0,2412833.0,2413234.0,2412833.0,0.0,0.0,171261.0,2241572.0,861498.333333333,1195178.87124473,2413234.0,2413234.0,2413234.0,0.0,2241572.0,2241572.0,2241572.0,0.0,2,False,False,False
11273409.0,89928.0,46927.0,10878343.0,11101041.0,3713397.33333333,3757803.0,6205160.39419819,6359551.82033542,70.0,10878343.0,1610487.0,4087085.78901,10929190.0,10929190.0,10929190.0,0.0,10878343.0,10878343.0,10878343.0,0.0,2,False,False,False
12555431.0,100531.0,35564.0,5603071.0,5603222.0,1556105.375,1395047.88888889,2254421.97663186,2209759.2589918,86.0,5431928.0,697523.944444445,1607652.1157198,4769333.0,6106285.5,7443238.0,1890736.35774835,4733683.0,5082805.5,5431928.0,493733.774428588,2,False,False,False
1124443.0,0.0,1066808.0,0.0,1066808.0,0.0,1066808.0,0.0,0.0,57635.0,1066808.0,562221.5,713593.071689671,1124443.0,1124443.0,1124443.0,0.0,1066808.0,1066808.0,1066808.0,0.0,2,False,True,False
13873956.0,138293.0,139273.0,11424275.0,11414111.0,2766617.4,2764703.0,4863924.49160018,4859320.23504536,40869.0,11373242.0,1261268.72727273,3376724.22448356,1541152.0,6477631.5,11414111.0,6981236.25927668,1351826.0,6362534.0,11373242.0,7086211.2106913,2,False,False,False
6066303.0,133251.0,135377.0,5710262.0,5930926.0,2921756.5,3033151.5,3943542.29685184,4098071.99859879,49537.0,5710262.0,1213260.6,2514383.67969887,5895176.0,5895176.0,5895176.0,0.0,5710262.0,5710262.0,5710262.0,0.0,2,False,False,False
44775.0,0.0,44716.0,0.0,44716.0,0.0,44716.0,0.0,0.0,59.0,44716.0,22387.5,31577.2675116135,44775.0,44775.0,44775.0,0.0,0.0,0.0,0.0,0.0,2,True,True,False
2431381.0,2259214.0,2260166.0,2259214.0,2260166.0,2259214.0,2260166.0,0.0,0.0,171215.0,2087999.0,810460.333333333,1106381.04204511,2259214.0,2259214.0,2259214.0,0.0,2087999.0,2087999.0,2087999.0,0.0,2,False,False,False
14782064.0,143921.0,42574.0,14423907.0,14373496.0,4927354.66666667,4853568.33333333,8224330.71529896,8244657.13027861,46.0,14373450.0,2111723.42857143,5407180.23250392,14587686.0,14587686.0,14587686.0,0.0,14373450.0,14373450.0,14373450.0,0.0,2,False,False,False
14120653.0,138853.0,140600.0,8278177.0,8499459.0,4632929.0,4706884.33333333,4135520.58687071,4232800.60145642,50202.0,8278177.0,2017236.14285714,3405174.08490985,5480594.0,6974786.5,8468979.0,2113107.29829592,5429808.0,6853992.5,8278177.0,2014101.0352213,2,False,False,False
13398746.0,1318109.0,32984.0,6119537.0,6136567.0,3349686.5,2635297.8,2080676.6020222,2326640.68324493,56.0,6086497.0,1339874.6,2030749.32832132,1300183.0,3336945.0,6136567.0,2091769.2648079,1267143.0,3230488.0,6086497.0,2102299.83323938,2,False,False,False
12574025.0,90485.0,36578.0,5911281.0,6133401.0,2082183.33333333,2067124.66666667,2725901.50520595,2821561.81905895,83.0,5911281.0,967232.692307692,2019100.94127464,5218917.0,6115340.5,7011764.0,1267734.27132956,5047640.0,5479460.5,5911281.0,610686.407609912,2,False,False,False
10492569.0,134111.0,133067.0,7484463.0,7711763.0,3422002.66666667,3497523.0,3735891.60649929,3860149.98414511,50042.0,7484463.0,1498938.42857143,2801235.14535656,2647739.0,5158177.5,7668616.0,3550296.17420343,2597392.0,5040927.5,7484463.0,3455681.04423998,2,False,False,False
4263903.0,101281.0,44536.0,3918857.0,3921002.0,1397956.0,1364133.0,2183464.81612379,2214696.06577889,81.0,3747353.0,609129.0,1385343.84915954,3918857.0,3918857.0,3918857.0,0.0,3747353.0,3747353.0,3747353.0,0.0,2,False,False,False
10696889.0,139707.0,132028.0,4238545.0,4238796.0,2129335.8,2131022.2,1898983.59954607,1902158.194577,41778.0,4188586.0,972444.454545455,1604325.23707812,1319429.0,3551703.66666667,5096886.0,1980244.24064453,1137801.0,3124440.33333333,4188586.0,1721937.33998535,2,False,False,False
12980608.0,134663.0,136039.0,8048789.0,8058441.0,1616151.375,1616360.75,2701573.31727418,2712563.06944485,40864.0,8007925.0,763565.176470588,1951238.16861665,1256892.0,4264949.0,8651284.0,3885099.21963114,1039061.0,3778292.66666667,8007925.0,3715809.06035601,2,False,False,False
13339144.0,137306.0,47153.0,6154957.0,6104009.0,2657804.0,2657772.0,2723514.6929639,2792569.66822902,55.0,6103954.0,1212649.45454545,2190356.75345012,2099631.0,4429620.0,6323365.0,2145393.63435722,1911322.0,4277005.33333333,6103954.0,2147607.28548234,2,False,False,False
13243257.0,115080.0,115008.0,4537258.0,4536234.0,1183684.90909091,1203932.45454545,1347457.72102111,1354308.56120294,49753.0,4486220.0,575793.782608696,1063072.97842834,1391576.0,2614459.4,4536234.0,1253745.09379182,1204975.0,2234092.0,4486220.0,1300871.04484966,2,False,False,False
352982.0,91244.0,40988.0,171794.0,140275.0,131519.0,90631.5,56957.4512157979,70206.5109765469,75.0,171719.0,70596.4,64932.9815775466,352982.0,352982.0,352982.0,0.0,0.0,0.0,0.0,0.0,2,True,False,False
14230956.0,5.0,18.0,2851227.0,2897302.0,233294.360655738,206449.205882353,541049.69582909,533929.944992173,5.0,2839039.0,109468.892307692,380835.511902321,1404766.0,2308594.16666667,3504902.0,749668.659078374,1032667.0,1686278.0,2839039.0,747657.607812426,2,False,False,False
14824509.0,19.0,4.0,2399151.0,2208529.0,157228.095744681,180265.353658537,373573.145495597,356200.343907018,4.0,2208529.0,83754.2881355932,255322.075051957,2358817.0,3270634.33333333,4520877.0,1120055.6417343,1264686.0,1749979.66666667,2208529.0,472489.520186251,2,False,False,False
14509827.0,5.0,18.0,2894590.0,3082953.0,226092.421875,200850.486111111,544248.120639384,554954.587732541,5.0,2894590.0,105911.145985401,384646.325152291,1491610.0,2781386.0,3902148.0,888365.953754279,1119046.0,1964447.4,2894590.0,655856.58273631,2,False,False,False
14596526.0,28.0,10.0,3582054.0,3543856.0,240935.966666667,304094.291666667,589598.631656717,625423.933853873,10.0,3531262.0,133913.082568807,434869.54696673,1921242.0,4434371.66666667,8901938.0,3879097.34011817,1444971.0,2417569.33333333,3531262.0,1050277.69772753,2,False,False,False
12996946.0,5.0,21.0,5157119.0,5160313.0,264419.224489796,249940.846153846,778196.190286597,765635.552617252,5.0,5107187.0,127421.039215686,546368.383926472,1383264.0,3544301.0,7347237.0,3303652.18066801,1126275.0,2638959.0,5107187.0,2155623.65451103,2,False,False,False
14683187.0,23.0,5.0,4306765.0,4269663.0,276091.075471698,326290.866666667,763783.405888066,786873.328221232,5.0,4260689.0,148315.02020202,550022.56198407,1523258.0,2896691.4,5887317.0,1727395.81403324,1117912.0,2239550.8,4260689.0,1228243.74903862,2,False,False,False
11651772.0,5.0,16.0,5132312.0,5125969.0,298763.384615385,279694.609756098,880764.621337952,873578.405478706,5.0,5077735.0,143849.037037037,617491.714149731,1930893.0,3288077.0,5463256.0,1902954.00784162,1661620.0,2845744.0,5077735.0,1934161.15165529,2,False,False,False
9469543.0,20.0,4.0,5049123.0,4860293.0,294320.03125,349429.185185185,905172.89338628,937542.847534716,4.0,4860293.0,157825.716666667,642861.683688964,1652738.0,4553687.0,7454636.0,4102561.41955255,1048217.0,2954255.0,4860293.0,2695544.7899983,2,False,False,False
9640640.0,210594.0,40989.0,9430046.0,9430188.0,4820320.0,4735588.5,6519137.0280238,6639166.28280988,40.0,9260623.0,1928128.0,4099691.66426217,9430046.0,9430046.0,9430046.0,0.0,9260623.0,9260623.0,9260623.0,0.0,2,False,False,False
12620636.0,124917.0,129760.0,12263285.0,12490876.0,6194101.0,6310318.0,8583122.32533773,8740628.94663348,57913.0,12263285.0,2524127.2,5444553.25929341,12450958.0,12450958.0,12450958.0,0.0,12263285.0,12263285.0,12263285.0,0.0,2,False,False,False
12117432.0,88358.0,32995.0,3695568.0,3524358.0,2019572.0,1980202.33333333,1536020.83171635,1545154.98862388,65.0,3524358.0,932110.153846154,1352609.20617865,2388011.0,3012739.75,3887621.0,699403.458746035,2218718.0,2824171.25,3524358.0,642124.994240672,2,False,False,False
11274574.0,140615.0,137407.0,8625036.0,8620061.0,2243758.6,2244446.2,3595055.14246528,3610029.62852044,44160.0,8575901.0,1024961.27272727,2535780.56799083,2138912.0,5542412.0,8945912.0,4813275.85953673,1317523.0,4946712.0,8575901.0,5132448.30421515,2,False,False,False
12290581.0,109694.0,42631.0,10251504.0,10026843.0,2048430.16666667,2010757.66666667,4031068.32794975,3945035.09050047,82.0,10026843.0,945429.307692308,2740095.66853388,11450245.0,11450245.0,11450245.0,0.0,10026843.0,10026843.0,10026843.0,0.0,2,False,False,False
8453121.0,96838.0,31524.0,5767856.0,5631692.0,1408853.5,1371267.33333333,2201642.30236051,2158989.40549537,71.0,5631692.0,650240.076923077,1550472.47116376,1520202.0,3748224.5,5976247.0,3150899.63677225,1456274.0,3543983.0,5631692.0,2952466.3820882,2,False,False,False
5614197.0,140573.0,136361.0,5247595.0,5477836.0,2694084.0,2807098.5,3611209.88786875,3776993.19403828,56642.0,5247595.0,1122839.4,2306261.60123219,5444810.0,5444810.0,5444810.0,0.0,5247595.0,5247595.0,5247595.0,0.0,2,False,False,False
10364767.0,103822.0,44947.0,10090773.0,9965855.0,3454922.33333333,3378424.66666667,5746911.00795461,5705020.58311763,79.0,9965855.0,1480681.0,3741960.1287171,10305367.0,10305367.0,10305367.0,0.0,9965855.0,9965855.0,9965855.0,0.0,2,False,False,False
8535132.0,47387.0,35436.0,8282896.0,8231836.0,4165141.5,2845044.0,5823384.26042276,4666545.96756439,60.0,8231776.0,1422522.0,3336330.85906494,8267272.0,8267272.0,8267272.0,0.0,8231776.0,8231776.0,8231776.0,0.0,2,False,False,False
13419925.0,109091.0,62004.0,10634620.0,10412309.0,2683985.0,2636712.0,4547289.99835894,4466186.46077772,63.0,10412309.0,1219993.18181818,3121175.0018736,2644700.0,6613195.5,10581691.0,5612300.15831651,2300340.0,6356324.5,10412309.0,5736028.28867497,2,False,False,False
11982364.0,86748.0,40746.0,9315360.0,9179769.0,1997060.66666667,1959947.66666667,3618801.42164834,3576250.17858774,61.0,9179769.0,921720.307692308,2507336.99951096,1197560.0,5358454.0,9519348.0,5884392.72639675,1144850.0,5162309.5,9179769.0,5681545.71118455,2,False,False,False
14997779.0,93924.0,39827.0,11333225.0,11428172.0,3707141.75,3707059.25,5290006.68890414,5356961.87884513,76.0,11258081.0,1666419.88888889,3728644.56287254,3231800.0,7414283.5,11596767.0,5914924.89010161,3061709.0,7159895.0,11258081.0,5795710.22232746,2,False,False,False
12160438.0,91429.0,36998.0,5135434.0,5226355.0,1998517.5,1998557.16666667,1968157.37996424,1980253.49729492,76.0,5057022.0,935418.307692308,1568802.38856555,1418351.0,2997776.25,5396435.0,1816985.9037257,1360283.0,2840734.5,5057022.0,1685828.56312418,2,False,False,False
13122222.0,92685.0,36526.0,7757273.0,7976783.0,2599803.8,2624444.4,3436451.14721902,3531386.57375627,79.0,7757273.0,1192929.27272727,2544923.57074972,4524260.0,6391716.0,8259172.0,2640981.60233482,4477353.0,6117313.0,7757273.0,2319253.67374917,2,False,False,False
2472415.0,2421839.0,2415114.0,2421839.0,2415114.0,2421839.0,2415114.0,0.0,0.0,50576.0,2364538.0,824138.333333333,1334029.48101076,2415114.0,2415114.0,2415114.0,0.0,2364538.0,2364538.0,2364538.0,0.0,2,False,False,False
11499078.0,126525.0,125852.0,11372553.0,11148461.0,5749539.0,5637156.5,7952142.66021372,7794161.57026781,54712.0,11148461.0,2299815.6,4946772.56106626,11317841.0,11317841.0,11317841.0,0.0,11148461.0,11148461.0,11148461.0,0.0,2,False,False,False
12777975.0,140605.0,36280.0,5623188.0,5637452.0,1597246.875,1569450.25,2299000.71333985,2307542.76798572,48.0,5574335.0,751645.588235294,1704899.85865547,5111865.0,6294258.5,7476652.0,1672156.92376149,4905627.0,5239981.0,5574335.0,472847.961432636,2,False,False,False
13993189.0,80165.0,34451.0,11379162.0,11381215.0,2303995.5,2304052.33333333,4468209.96526342,4473802.78902507,61.0,11210287.0,1076399.15384615,3061191.4169358,1572807.0,6475984.5,11379162.0,6934140.11922253,1232522.0,6221404.5,11210287.0,7055345.29258572,2,False,False,False
6318761.0,94161.0,38886.0,6055010.0,5933258.0,2106253.66666667,2034230.66666667,3419931.25932961,3376967.73602012,75.0,5933258.0,902680.142857143,2218890.77707736,6272207.0,6272207.0,6272207.0,0.0,5933258.0,5933258.0,5933258.0,0.0,2,False,False,False
200584.0,200584.0,30683.0,200584.0,30683.0,200584.0,30683.0,0.0,0.0,39.0,169862.0,66861.3333333333,90507.5504244443,200584.0,200584.0,200584.0,0.0,0.0,0.0,0.0,0.0,2,True,False,False
2312835.0,2251882.0,2261782.0,2251882.0,2261782.0,2251882.0,2261782.0,0.0,0.0,51053.0,2200829.0,770945.0,1238325.76190254,2261782.0,2261782.0,2261782.0,0.0,2200829.0,2200829.0,2200829.0,0.0,2,False,False,False
14558649.0,82029.0,27318.0,14177573.0,14347106.0,4809716.66666667,3639662.25,8112919.5796162,7138480.27949889,70.0,14177573.0,1819831.125,4993584.4427688,14219253.0,14219253.0,14219253.0,0.0,14177573.0,14177573.0,14177573.0,0.0,2,False,False,False
14341561.0,92837.0,32107.0,8630561.0,8502792.0,3585390.25,3530259.75,4189177.32568412,4169414.77239871,71.0,8502792.0,1593506.77777778,3107315.79848063,5434975.0,7145344.0,8855713.0,2418827.0364623,5265326.0,6884059.0,8502792.0,2289234.16246067,2,False,False,False
13172172.0,209503.0,30903.0,6140615.0,6148854.0,2589647.2,2634434.4,2289818.40000904,2332595.81346599,50.0,5970304.0,1197470.18181818,1908990.82894572,1299479.0,3250711.25,6140615.0,2086284.09377149,1089976.0,3126777.0,5970304.0,2082590.63822898,2,False,False,False
12461290.0,87554.0,34797.0,6309653.0,6171497.0,2067033.83333333,2067145.33333333,2887310.56036055,2835690.88688158,70.0,6171497.0,958560.769230769,2102306.07535109,5217248.0,6132367.0,7047486.0,1294173.70098492,5158161.0,5664829.0,6171497.0,716536.757219754,2,False,False,False
10730659.0,88135.0,38101.0,7853466.0,7721098.0,2682664.75,2627390.75,3641771.11286344,3599995.04263213,64.0,7721098.0,1192295.44444444,2571251.27387633,2619301.0,5339839.0,8060377.0,3847421.73655124,2449186.0,5085142.0,7721098.0,3727804.7250186,2,False,False,False
11490192.0,125127.0,130132.0,11137228.0,11360060.0,5631177.5,5745096.0,7786731.2922111,7940758.24103662,52993.0,11137228.0,2298038.4,4941486.76287158,11320353.0,11320353.0,11320353.0,0.0,11137228.0,11137228.0,11137228.0,0.0,2,False,False,False
13888921.0,86494.0,34316.0,6722821.0,6723623.0,1524430.33333333,1524397.66666667,2322237.35728648,2328874.4332591,67.0,6553499.0,730995.842105263,1665019.88995496,1356285.0,4379605.33333333,6722821.0,2747150.14661373,1016795.0,3819931.66666667,6553499.0,2769007.53249406,2,False,False,False
10242757.0,84850.0,36994.0,8026385.0,8026761.0,1451184.14285714,1435126.42857143,2937284.85548371,2938858.26276262,66.0,7857171.0,682850.466666667,2008847.66287798,1631209.0,4951878.0,8272547.0,4696135.1359518,1265027.0,4561099.0,7857171.0,4661349.7249581,2,False,False,False
13456977.0,91033.0,37013.0,5899829.0,6069488.0,2657558.2,2214581.33333333,2768189.04119832,2709807.37563534,61.0,5899829.0,1121414.75,2098959.72726832,2133100.0,4429263.66666667,5942522.0,2021788.70415329,1793824.0,4245444.33333333,5899829.0,2165988.87258449,2,False,False,False
13504481.0,81055.0,32333.0,4498201.0,4498937.0,900298.733333333,885496.0,1239928.25074639,1250147.65382234,50.0,4328930.0,435628.419354839,901989.831067819,1421687.0,2690389.4,4498201.0,1170578.3455312,1082628.0,2158419.4,4328930.0,1253235.25445586,2,False,False,False
201350.0,140611.0,143528.0,140611.0,143528.0,140611.0,143528.0,0.0,0.0,57822.0,82789.0,67116.6666666667,13650.7782134695,201350.0,201350.0,201350.0,0.0,0.0,0.0,0.0,0.0,2,True,False,False
14434824.0,59.0,68.0,4334113.0,4334821.0,758401.789473684,847594.0,1278355.79722284,1325776.13692855,59.0,4309785.0,390130.378378378,974108.273173979,2240359.0,3602408.5,5766698.0,1564284.38576281,2215158.0,3020855.25,4309785.0,909382.437593731,2,False,False,False
5128661.0,42.0,83.0,3016624.0,3067722.0,320541.3125,461578.727272727,834470.377988835,997187.627888111,42.0,3016624.0,183166.464285714,636916.69294477,1866042.0,2530548.5,3195055.0,939754.104584545,1661066.0,2338845.0,3016624.0,958524.254091152,2,False,False,False
13904207.0,64.0,122.0,4076219.0,4076843.0,1156612.33333333,1156556.41666667,1371909.47394226,1370745.0493306,64.0,4050768.0,556168.28,1086618.54102705,3510382.0,4113398.66666667,4416015.0,522228.927647477,2235567.0,3237668.0,4050768.0,922241.671743638,2,False,False,False
12028849.0,511456.0,512104.0,3437889.0,3438148.0,1500299.625,1500517.25,1191077.09255548,1191047.88375954,24313.0,3413576.0,707579.352941177,1085124.82565466,1803634.0,3000599.25,4998518.0,1493959.17736616,1170340.0,2305487.5,3413576.0,1197896.80749442,2,False,False,False
14056876.0,49.0,36.0,6936363.0,6986928.0,437710.625,701563.65,1672150.21927178,2094349.03725256,36.0,6936363.0,265224.075471698,1303817.06308251,6838744.0,6925560.5,7012377.0,122777.071733691,6631425.0,6783894.0,6936363.0,215623.727639145,2,False,False,False
2758538.0,53.0,46.0,2379560.0,2429654.0,246232.636363636,341619.75,710598.469232769,845053.000702872,46.0,2379560.0,137926.9,528796.442999562,2554938.0,2554938.0,2554938.0,0.0,2379560.0,2379560.0,2379560.0,0.0,2,False,False,False
14745368.0,119.0,76.0,12770892.0,12772008.0,2453284.33333333,2457513.0,5101803.31406087,5099973.1607121,76.0,12747033.0,1134259.07692308,3521687.66978897,1864606.0,7359853.0,12855100.0,7771452.83599,1748006.0,7247519.5,12747033.0,7777486.57815386,2,False,False,False
14998892.0,2088433.0,2087704.0,5026686.0,5027225.0,3749723.0,3332339.0,1495873.2686977,1520605.27409663,23992.0,5002694.0,1874861.5,2207391.88985492,2088433.0,3749723.0,5026686.0,1495873.2686977,2063385.0,3725250.5,5002694.0,1496277.21230036,2,False,False,False
